"Model","Mean_AUC_ratio","pval_pROC","Omission_rate_at_5%","AICc","delta_AICc","W_AICc","num_parameters"
"M_0.5_F_q_Set_1",1.96139533685974,0,0,447.987079429357,8.64074957673705,0.000195089282052233,7
"M_0.5_F_p_Set_1",1.93677000746005,0,0,475.79417439413,36.4478445415105,1.81309063455046e-10,10
"M_0.5_F_lq_Set_1",1.96006169782219,0,0,452.198263349887,12.8519334972675,2.44744112147287e-05,8
"M_0.5_F_lp_Set_1",1.94718728970706,0,0,458.296673758211,18.9503439055908,1.17780728639859e-06,8
"M_0.5_F_qp_Set_1",1.96096689789691,0,0,443.878244238265,4.531914385645,0.00161440519602764,6
"M_0.5_F_lqp_Set_1",1.96145674183844,0,0,447.963956037014,8.617626184394,0.00021258441807615,7
"M_0.6_F_l_Set_1",1.95181033725565,0,0,449.285335990364,9.93900613774389,0.000111549674587361,6
"M_0.6_F_q_Set_1",1.96093733590364,0,0,448.261273048652,8.91494319603169,0.000189142521765981,7
"M_0.6_F_p_Set_1",1.93699370300921,0,0,463.286891505856,23.9405616532364,1.04993506735837e-07,8
"M_0.6_F_lq_Set_1",1.95981946038214,0,0,447.11513690742,7.76880705480062,0.000346679502137122,7
"M_0.6_F_lp_Set_1",1.94859666855498,0,0,458.968685521458,19.6223556688381,9.40476167944094e-07,8
"M_0.6_F_qp_Set_1",1.95952793244933,0,0,444.487956600569,5.14162674794898,0.00133269919370628,6
"M_0.6_F_lqp_Set_1",1.96084810247334,0,0,443.967959767822,4.62162991520239,0.00175598133540371,6
"M_0.7_F_l_Set_1",1.95009652286725,0,0,449.684118793281,10.3377889406609,0.00010256170290255,6
"M_0.7_F_q_Set_1",1.96096946293551,0,0,443.959595315309,4.61326546268958,0.00182454640680562,6
"M_0.7_F_p_Set_1",1.93474713937144,0,0,458.68539280764,19.3390629550207,1.1790111867262e-06,7
"M_0.7_F_lq_Set_1",1.96018223715363,0,0,447.429835083984,8.0835052313638,0.000333939087762633,7
"M_0.7_F_lp_Set_1",1.94850606732973,0,0,459.717897200408,20.3715673477878,7.30606440083599e-07,8
"M_0.7_F_qp_Set_1",1.9602394264378,0,0,445.191953519878,5.84562366725822,0.00106166919685212,6
"M_0.7_F_lqp_Set_1",1.96015970609079,0,0,449.285992178681,9.93966232606112,0.000139822824463057,7
"M_0.8_F_l_Set_1",1.95087433420272,0,0,450.137162612712,10.7908327600917,9.32270530476856e-05,6
"M_0.8_F_q_Set_1",1.96276037555429,0,0,440.190189819314,0.84385996669414,0.0135700718980888,5
"M_0.8_F_p_Set_1",1.93117568048095,0,0,454.891595134934,15.5452652823142,8.8979474151101e-06,6
"M_0.8_F_lq_Set_1",1.96095143532801,0,0,447.794714216167,8.44838436354678,0.00031586082670901,7
"M_0.8_F_lp_Set_1",1.94838409025765,0,0,455.059679293064,15.7133494404438,8.53884920463011e-06,7
"M_0.8_F_qp_Set_1",1.95967476475206,0,0,445.953025977955,6.60669612533553,0.000828342079362999,6
"M_0.8_F_lqp_Set_1",1.9601549634109,0,0,450.073451039832,10.7271211872117,0.000107974741229842,7
"M_0.9_F_l_Set_1",1.95182911810216,0,0,450.646538873727,11.3002090211077,8.29792932509737e-05,6
"M_0.9_F_q_Set_1",1.96214261673612,0,0,440.402111437273,1.05578158465335,0.0140521201848875,5
"M_0.9_F_p_Set_1",1.92868495056675,0,0,455.769879013652,16.423549161032,6.62433385883945e-06,6
"M_0.9_F_lq_Set_1",1.95993919186255,0,0,443.533901183686,4.18757133106658,0.00307287348797222,6
"M_0.9_F_lp_Set_1",1.94629619093345,0,0,451.062747224436,11.7164173718161,7.3048725801042e-05,6
"M_0.9_F_qp_Set_1",1.9584900659151,0,0,442.790236263988,3.4439064113684,0.00466857641784819,5
"M_0.9_F_lqp_Set_1",1.96034189576356,0,0,442.14199473317,2.79566488054991,0.00658528701969583,5
"M_1_F_l_Set_1",1.95174712705426,0,0,447.19583347792,7.84950362530026,0.00054030925469333,5
"M_1_F_q_Set_1",1.96114221496875,0,0,440.636831759665,1.29050190704567,0.0145411444571764,5
"M_1_F_p_Set_1",1.92945927870852,0,0,456.730249509393,17.3839196567729,4.78811831126821e-06,6
"M_1_F_lq_Set_1",1.96111895410115,0,0,443.816784351567,4.47045449894767,0.00312960608379291,6
"M_1_F_lp_Set_1",1.94673349264386,0,0,451.88151957202,12.5351897194,5.71644177193618e-05,6
"M_1_F_qp_Set_1",1.95763617282751,0,0,439.975951904142,0.629622051522404,0.0221787103661752,4
"M_1_F_lqp_Set_1",1.95945284341494,0,0,439.34632985262,0,0.0303848418893283,4
"M_2_F_l_Set_1",1.95508597859198,0,0,445.11111921426,5.76478936163977,0.0017518140680024,3
"M_2_F_q_Set_1",1.95785764336431,0,0,440.464195370504,1.11786551788401,0.0181305562352573,4
"M_2_F_p_Set_1",1.92033062849786,0,0,456.051498625427,16.7051687728076,7.72077687186379e-06,4
"M_2_F_lq_Set_1",1.95813807356911,0,0,439.833303724361,0.486973871741441,0.0258512461347899,4
"M_2_F_lp_Set_1",1.94189655439591,0,0,446.657745084737,7.31141523211738,0.000880549965430506,3
"M_2_F_qp_Set_1",1.95085411847419,0,0,444.506751950997,5.16042209837713,0.00266521833280669,3
"M_2_F_lqp_Set_1",1.95134286762299,0,0,443.955468017247,4.60913816462715,0.00362592655816324,3
"M_3_F_l_Set_1",1.95455494872563,0,0,444.847464100217,5.50113424759752,0.00240298959007844,2
"M_3_F_q_Set_1",1.9531870891702,0,0,445.161732725618,5.81540287299777,0.00212927956153116,4
"M_3_F_p_Set_1",1.90976800808973,0,0,460.997999270213,21.6516694175929,8.06688770989861e-07,4
"M_3_F_lq_Set_1",1.9541984618385,0,0,444.545378535595,5.1990486829751,0.00313310804748857,4
"M_3_F_lp_Set_1",1.94125722395522,0,0,450.890819732487,11.544489879867,0.000137002767556818,3
"M_3_F_qp_Set_1",1.95210988487843,0,0,448.418914533399,9.07258468077885,0.000492981600530099,3
"M_3_F_lqp_Set_1",1.95329213460032,0,0,447.843065867603,8.49673601498296,0.000688707444491834,3
"M_4_F_l_Set_1",1.95203030568118,0,0,447.742938486545,8.39660863392493,0.000760156039122256,2
"M_4_F_q_Set_1",1.95325015319293,0,0,444.980035518902,5.63370566628254,0.00317710150494572,3
"M_4_F_p_Set_1",1.90489974872416,0,0,467.027076401979,27.6807465493596,5.47379552254327e-08,4
"M_4_F_lq_Set_1",1.95638499880872,0,0,444.410424747159,5.06409489453944,0.00470398247290322,3
"M_4_F_lp_Set_1",1.93666129854534,0,0,456.006360854517,16.6600310018967,1.51678342119794e-05,3
"M_4_F_qp_Set_1",1.95439164248236,0,0,450.172171541641,10.8258416890217,0.000299145611350582,2
"M_4_F_lqp_Set_1",1.95534032855625,0,0,449.571895928652,10.2255660760321,0.000432718057206358,2
"M_5_F_l_Set_1",1.95407728106393,0,0,451.106389793763,11.7600599411433,0.000216421140748938,2
"M_5_F_q_Set_1",1.95521689191792,0,0,444.359016459153,5.01268660653301,0.00680009751982627,2
"M_5_F_p_Set_1",1.87621631084708,0,0,473.944859402899,34.5985295502787,2.79149323295663e-09,4
"M_5_F_lq_Set_1",1.95753771130365,0,0,443.821760668096,4.47543081547622,0.0105629606711173,2
"M_5_F_lp_Set_1",1.93501936302273,0,0,461.820273661067,22.4739438084476,1.44787270020388e-06,3
"M_5_F_qp_Set_1",1.95651654442526,0,0,455.150664686455,15.8043348338349,4.566096190412e-05,2
"M_5_F_lqp_Set_1",1.95700656659419,0,0,454.455348366338,15.1090185137178,7.3741390883192e-05,2
